episode,final_distance_to_goal,final_reward,final_success,seed,steps
0,0.04903423919735931,-0.0490342378616333,True,42,35
1,35.12242202180645,-35.12242126464844,False,43,120
2,0.0584291336123884,-0.058429133147001266,False,44,120
