episode,step,object_available,task_started,gripper_width_cm,distance_ee_object_cm,grasp_completed,finger_contacts,grasp_attempts,object_lift_height_cm,distance_object_goal_cm,task_aborted,fingers_width,dist_ee_to_cube,dist_cube_to_target,obstacle_in_path,obstacle_count_in_path,reward,is_success,ee_x,ee_y,ee_z,ee_vx,ee_vy,ee_vz,cube_x,cube_y,cube_z,cube_roll,cube_pitch,cube_yaw,cube_vx,cube_vy,cube_vz,target_x,target_y,target_z,action_x,action_y,action_z,action_gripper,j0,j1,j2,j3,j4,j5,j6,jv0,jv1,jv2,jv3,jv4,jv5,jv6,current_subtask,current_task,active_target_name,objects.object_1.type,objects.object_1.size.0,objects.object_1.size.1,objects.object_1.size.2,objects.object_1.mass,objects.object_1.color.0,objects.object_1.color.1,objects.object_1.color.2,objects.object_1.color.3,objects.object_1.initial_position.0,objects.object_1.initial_position.1,objects.object_1.initial_position.2,objects.object_1.lateral_friction,objects.object_1.spinning_friction,objects.object_1.current_position.0,objects.object_1.current_position.1,objects.object_1.current_position.2,scene.table.length,scene.table.width,scene.table.height,scene.table.x_offset,scene.table.lateral_friction,scene.table.spinning_friction,robot_config.control_type,robot_config.block_gripper,robot_config.base_position.0,robot_config.base_position.1,robot_config.base_position.2,target_goal.type,target_goal.targets.0.name,target_goal.targets.0.position.0,target_goal.targets.0.position.1,target_goal.targets.0.position.2,target_goal.mode,scripts.script_1,scripts.reach_only,scripts.left_right,active_state,sat
1,11,1,1,7,4,0,0,0,0,40,0,0.07999999076128006,0.07002666592597961,0.4000007212162018,False,0,-0.4000007212162018,False,-0.2647992968559265,-1.1116425412183162e-05,0.0884346216917038,-0.27145957946777344,0.00035159659455530345,-0.6196615099906921,-0.2500007152557373,4.90338015879388e-06,0.019989490509033203,6.86149626005772e-09,-2.5524868760840036e-05,-4.5973214582772925e-05,2.2493180949823e-05,5.26768303643621e-07,2.196645255025942e-05,0.15000000596046448,0.0,0.019999999552965164,0.10895973443984985,0.00030931050423532724,-0.9940460920333862,1.0,-0.0007636979165262694,-0.028597925052938202,0.0007660342321656844,-2.9115217933709165,0.0002215084097847212,2.8606005474819853,0.7851956059266577,-0.00037759977437855537,2.1932465505031966,0.0001996691623457345,0.27818582426013755,-0.0009738154708753676,0.5095618681809672,0.0006348736521424097,APPROACH_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.25000070043087186,4.903380098338324e-06,0.01998948963338307,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S2,
1,12,1,1,7,1,0,0,0,0,40,0,0.07999997586011887,0.039131492376327515,0.40000030398368835,False,0,-0.40000030398368835,False,-0.2567138671875,-1.7619397112866864e-05,0.058541182428598404,-0.1778106838464737,0.0002522648428566754,-0.5876243114471436,-0.2500002980232239,4.903496574115707e-06,0.019989904016256332,9.26738549067583e-17,-4.815630290977424e-06,-4.597328006639145e-05,4.187480499240337e-06,-1.9883446278345929e-10,4.187525973975426e-06,0.15000000596046448,0.0,0.019999999552965164,0.32243475317955017,0.00034904287895187736,-0.9465916156768799,1.0,-0.000750690208564182,0.11407731010482208,0.0006388164520469871,-2.874219880703603,-5.133585941935252e-05,2.9733840899791626,0.7853475166767682,9.727399439100372e-05,2.2019985118802605,-0.0007826639893283808,0.41898972733487283,-0.0021001385970566104,0.8672002568980559,0.0011680303231140898,APPROACH_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.2500002862534305,4.903496398524369e-06,0.01998990368716314,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S2,
1,13,1,1,7,0,0,0,0,0,40,0,0.07999997586011887,0.009151069447398186,0.4000002145767212,False,0,-0.4000002145767212,False,-0.24476748704910278,1.1950625776080415e-05,0.02749735489487648,-0.10414102673530579,0.0002702799392864108,-0.6151332855224609,-0.2500002086162567,4.903495664621005e-06,0.0199899822473526,-1.7945686603404454e-10,-9.085395049623912e-07,-4.597336010192521e-05,7.900334821897559e-07,-1.926184350908855e-10,7.901911658336758e-07,0.15000000596046448,0.0,0.019999999552965164,0.4439268410205841,0.0014892991166561842,-0.8960617780685425,1.0,-0.0004580711886910128,0.26122469012808197,0.00037201195570228256,-2.8099200006815277,-0.0002611638918061516,3.054160614607471,0.7855706364031914,0.0022493143666231135,2.3163628221869765,-0.002179810858473826,0.8001936361510922,-0.001608274693463186,0.6210966967024942,0.0017155620967981861,APPROACH_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.2500002081102265,4.903495591203585e-06,0.01998998182561259,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S2,
1,14,1,1,3,0,1,2,1,0,39,0,0.03695742413401604,0.0018086619675159454,0.3998596966266632,False,0,-0.3998596966266632,False,-0.25083521008491516,4.4105026972829364e-06,0.020222606137394905,0.21229273080825806,-0.0002605766349006444,0.25562024116516113,-0.2498559206724167,0.0002996792027261108,0.02171427197754383,0.005086074583232403,-0.008227969519793987,-0.004045445006340742,0.2013094425201416,0.01263608131557703,0.24145714938640594,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,0.0,-1.0,-0.0003166053573338459,0.2773684769923041,0.0002112534308012539,-2.8173777011541445,-0.000347983587738046,3.072775088233981,0.7856251963872433,0.001077098451376159,-0.7429844297926702,-0.001458277073843139,-0.08543505849113255,-0.0005196457883336388,0.14301646206038948,0.000886524378478238,GRASP_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.24985591773623128,0.000299679188942842,0.02171427278054578,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S6,True
1,15,1,1,3,0,1,2,1,0,39,0,0.03729552775621414,0.0018373532220721245,0.39945536851882935,False,0,-0.39945536851882935,False,-0.25015631318092346,-3.5298319289722713e-06,0.0214593093842268,-0.008471240289509296,-7.626743899891153e-05,-0.003728613955900073,-0.24944478273391724,0.0012074400437995791,0.02264385297894478,-0.003141578985378146,-0.02730611339211464,0.0016635681968182325,-0.008801929652690887,0.024098653346300125,-0.003583050100132823,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,0.0,-1.0,-0.00023288515524843605,0.2770719736089223,0.0001126968512688042,-2.8276891753506965,-0.00038029216506608684,3.102169679062474,0.7856592760899517,0.0006450627798469926,0.023612010750932916,-0.0008111055107308356,-0.0827457138879108,-0.0002501974246977585,0.2259288850583214,0.00021729200398654634,GRASP_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.24944477694633543,0.0012074400243723296,0.022643853585825116,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S6,True
1,16,1,1,2,0,1,2,1,0,41,0,0.02661856822669506,0.0073243058286607265,0.4132440388202667,False,0,-0.4132440388202667,False,-0.2642455995082855,6.132878752396209e-06,0.03321028873324394,0.44617217779159546,0.0009561663609929383,0.7737845182418823,-0.2631884813308716,0.0023539431858807802,0.026353485882282257,0.04698248207569122,0.03395592048764229,0.008646710775792599,-0.024520814418792725,0.06443466991186142,0.3536028563976288,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,1.0,-1.0,-0.00024448558653128704,0.20027852345791947,0.00018487583974922432,-2.852775690493692,-0.0003206518703222564,3.000756697995019,0.785650524759561,-0.00013091530822407528,-2.6541358355751066,0.00321076358167041,-0.30287543490568125,0.00042234832407518803,-0.779798430207859,-5.4660394610467344e-05,LIFT_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.2631884933392915,0.0023539432976689223,0.026353485034938128,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S18,True
1,17,1,1,2,0,1,2,1,3,41,0,0.029826970770955086,0.013370034284889698,0.4127240478992462,False,0,-0.4127240478992462,False,-0.26134464144706726,1.1439624358899891e-05,0.06504115462303162,0.07618503272533417,-0.00018859747797250748,0.3704584538936615,-0.26146408915519714,0.003222894622012973,0.05206309258937836,0.0010713209630921483,-0.004108665511012077,-0.0014658808941021562,0.1032312884926796,0.027452252805233,0.3944756090641022,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,1.0,-1.0,-0.00025525189192449017,0.07090533433712809,0.0002429616889866193,-2.8964545605299863,-0.00022508452781392724,2.959397421921604,0.785617010444089,-6.779200938492741e-05,-1.4755988202643557,-6.0144867534691476e-05,-0.4351739914118755,0.0006979219811706471,-0.3185025478036648,-0.00039932383498580276,LIFT_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.26146409833516343,0.0032228946902333492,0.052063091782250985,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S18,True
1,18,1,1,3,0,1,2,1,5,41,0,0.030351746827363968,0.01695111021399498,0.41573965549468994,False,0,-0.41573965549468994,False,-0.2614298462867737,1.2831554158765357e-05,0.09043988585472107,0.22512690722942352,-0.0009964338969439268,0.5293132662773132,-0.26219016313552856,0.004246268421411514,0.07404354214668274,-0.01667068712413311,0.08837699890136719,0.00438294094055891,0.2809363901615143,0.0006038941792212427,0.6470651626586914,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,1.0,-1.0,-0.00021472309725002067,-0.03820694922792634,0.0002505599710387984,-2.905315357759552,-4.361484981776407e-05,2.8537291009980743,0.7855028072738193,0.0003055760628761523,-1.829580244793575,-0.0028924024169899544,-0.0794216520014909,0.0015237136495971004,-0.8125506778188458,-0.0006366486260980424,LIFT_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.26219017300353276,0.004246268525902583,0.07404354369543477,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S18,True
1,19,1,1,3,0,1,2,1,8,40,0,0.030071711167693138,0.018813585862517357,0.41529470682144165,False,0,-0.41529467701911926,False,-0.2585931122303009,5.242792212811764e-06,0.1191568449139595,0.14379887282848358,-5.566230811382411e-06,0.43827521800994873,-0.2572578191757202,0.0052452958188951015,0.10113713890314102,0.024059662595391273,0.04528814181685448,0.005850928835570812,0.22613020241260529,0.012463754042983055,0.46474477648735046,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,1.0,-1.0,-0.00016747055173249335,-0.1484926059149956,0.0002038708760298023,-2.905541369281055,6.82886891452237e-05,2.7491673834009998,0.7854063167810919,0.00033861471410280087,-1.4925282391763537,-0.00023500357284350236,-0.00707376866257858,0.0004341240654750977,-0.8033121995474757,-0.0016163554816756576,LIFT_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.25725783187933937,0.005245295858305642,0.10113714183998554,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S18,True
1,20,1,1,0,0,1,1,1,9,40,0,0.008482051081955433,0.03405797854065895,0.41954711079597473,False,0,-0.41954711079597473,False,-0.25504836440086365,4.124925908399746e-06,0.14881351590156555,0.17740638554096222,-0.00019287325267214328,0.53815758228302,-0.25864413380622864,-0.001984562259167433,0.11500432342290878,0.7754026055335999,-0.030606403946876526,0.027930986136198044,-0.02429070509970188,-0.12206465750932693,-0.06259159743785858,0.15000000596046448,0.0,0.019999999552965164,0.0,0.0,1.0,-1.0,-0.0001477567102767444,-0.24953009403040835,0.00018372900340889867,-2.889667054464934,6.00361117744893e-05,2.632905074853723,0.7853560804552582,0.00015090923142952654,-1.6618365473385655,-0.0009053951115738508,0.12208056922955192,0.0020241209137998664,-0.8939184922555711,-0.0003484788941076522,LIFT_OBJECT,OBJECT_DELIVERY_SEQUENCE,target,box,0.04,0.04,0.04,1.0,0.1,0.2,0.9,1.0,-0.25,0.0,0.02,0.14,0.001,-0.25864414500539096,-0.0019845622797452817,0.11500432091310687,1.1,0.7,0.4,-0.3,3.0,0.001,ee,False,-0.6,0.0,0.05,goal_sequence,target,0.15000000596046448,0.0,0.019999999552965164,goal_sequence,True,True,True,S18,True
